Name,Citations_All,H-Index_All,i10-Index_All,Journals,Journal Description,No. of Journals
Dr.Senthil Kumaran V,143,6,4,Distributed ensemble based iterative classification for churn analysis and prediction of dropout ratio in e-learning,Churn in e-learning refers to learners who gradually perform less and become lethargic and may potentially drop out from the course. Churn prediction is a highly sensitive and critical task in an e-learning system because inaccurate predictions might cause undesired consequences. A lot of approaches proposed in the literature analyzed and modeled churn prediction using learner’s personal attributes from learner profiles and their overall performance. The major concern with existing approaches is that the accuracy of prediction is not satisfactory as the model is built on the sample data with limited features. This paper addresses this issue by proposing a distributed iterative classifier that deploys an ensemble learning algorithm to generalize the model for predicting potential churn from personal attributes. Predictions from the base classifier are obtained using a distributed iterative classification algorithm that …,20
Dr.Senthil Kumaran V,143,6,4,Teaching Programming Laboratory Courses Online During Covid-19 Pandemic.,"During this pandemic, because of COVID-19, all the students and teachers are stranded in their homes and everyone is forced to learn online. This study investigates the effectiveness of distributed pair programming to produce long-lasting learning experiences that meaningfully change the online learner's outlook. This methodology has brought the benefit of automating the generation of compatible pairs. Pair programming-based learning with compatible pair personalizes the ability to learn at scale and enhances the competency and expertise of the learners in problem-solving and coding skills in laboratory courses. A coding competence of a learner in a laboratory subject is the ability of the learner to perform effectively with improved morale and social self-determination. This study explored online learners' perceptions on pair compatibility during covid-19 in enhancing the competency of the learners by …",20
Dr.Senthil Kumaran V,143,6,4,A semantic approach for enhancing Knowledge management based E learning services,,20
Dr.Latha R,19,3,0,Analysing exposure diversity in collaborative recommender systems—Entropy fusion approach,"Recommender Systems are considered as essential business tools to leverage the potential growth of on-line services. Neighbourhood based collaborative filtering, a successful recommendation approach has mainly focused on improving accuracy of predictions. From user point of view, it is more valuable to obtain novel and diverse recommendations rather than monotonic preferences. Ratings given by a user for different categories of items are considered as a tool to access user exposure diversity which signifies his creative and divergent thinking. On the other hand, pair of items is concordant if highly correlated users agree in rating the items. Based on the user exposure diversity and item concordance, the neighbourhood selection process of item based collaborative recommender systems is refined. Rating predictions are made based on the newly selected neighbours. The performance of the proposed …",9
Dr.Latha R,19,3,0,Evaluation of software reusability based on coupling and cohesion,"Code reuse has become very popular among software developers in recent times since it saves time and resources. One of the significant difficulties to software reuse is the time pertaining to assess the fitness of the reusable code components. Over the recent years, code search engines have made momentous advancement in establishing the semantic suitability of software components for new usage scenarios. But the issue of evaluating software components based on their nonfunctional suitability has been overlooked to a large extent. The maintenance and reusability of software systems are highly influenced by the structural properties of system classes like complexity, size, coupling, cohesion, etc. The quality of object-oriented code or design artifacts is commonly measured by analyzing the structure of these artifacts in terms of the interdependencies of classes and components as well as their internal …",9
Dr.Latha R,19,3,0,Ranking based approach for noise handling in recommender systems,"Collaborative filtering (CF), one of the successful social recommendation approaches, makes use of history of user preferences in order to make predictions. Even though this characteristic of Recommender System has attracted many applications, the quality of recommendations is still inclined by the unreliability of user provided data. In most Recommendation Systems (RS), users are asked to rate items explicitly or their behavior is monitored to collect their preferences. But in the real scenario, users may not provide genuine rating for all items of the data set. A genuine user must be knowing about the highly popular items of the domain. So the proposed approach assigns lesser popularity score to users who are not giving good ratings for highly popular items. Users with a popularity score less than a threshold are identified as noisy users. The experiments are conducted on real world data sets Movielens …",9
Dr.Latha R,19,3,0,User relevance for item-based collaborative filtering,"A Collaborative filtering (CF), one of the successful recommendation approaches, makes use of history of user preferences in order to make predictions. Common drawback found in most of the approaches available in the literature is that all users are treated equally. i.e., all users have same importance. But in the real scenario, there are users who rate items, which have similar rating pattern. On the other hand, some users provide diversified ratings. We assign relevance scores to users based on their rating pattern in order to improve the quality of predictions. To do so, we incorporate probability based user relevance scores into the similarity calculations. The improvement of predictions of benchmark item based CF approach with the inclusion of user relevance score is demonstrated in the paper.",9
Dr.Latha R,19,3,0,Utility-based differentially private recommendation system,"The Recommendation system relies on feedback and personal information collected from users for effective recommendation. The success of a recommendation system is highly dependent on storing and managing sensitive customer information. Users refrain from using the application if there is a threat to user privacy. Several works that were performed to protect user privacy have paid little attention to utility. Hence, there is a need for a robust recommendation system with high accuracy and privacy. Model-based approaches are more prevalent and commonly used in recommendation. The proposed work improvises the existing private model-based collaborative filtering algorithm with high privacy and utility. We identified that data sparsity is the primary reason for most of the threats in a recommender framework through an extensive literature survey. Hence, our approach combines the l injection for imputing the …",9
Dr.Latha R,19,3,0,User Similarity Adjustment for Improved Recommendations,"Recommender systems are becoming more and more attractive in both research and commercial communities due to Information overload problem and the popularity of the Internet applications. Collaborative Filtering, a popular branch of recommendation approaches, makes predictions based on historical data available in the system. In particular, user based Collaborative Filtering largely depends on how users rate various items of the database and the success of such a system largely relies on pair wise similarity between users. However popular items may give a negative effect on choosing similar users of the target user. The proposed work namely User Similarity Adjustment based on Item Diversity (USA_ID) is designed to achieve personalized recommendations by modifying user similarity scores, for the purpose of reducing the negative effects of popular items in user based Collaborative Filtering …",9
Dr.Latha R,19,3,0,Towards personal learning environment by enhancing adaptive access to digital library using ontology-supported collaborative filtering,The purpose of this paper is to provide adaptive access to learning resources in the digital library.,9
Dr.Latha R,19,3,0,Enhancing recommendation competence in nearest neighbour models,"Collaborative Filtering approaches are viewed as essential tools to suggest products to users based on historical knowledge. Widely adopted user based Collaborative Filtering approaches rely on ratings provided by similar users of the target user to generate appropriate recommendations. The pair-wise user similarity is based on set of common rated items between users and identifying similar users is a challenging task when the set is small. To improve the recommendation quality in low correlated data, User Trait Model and Bayesian Global Agreement model are suggested in this work. The proposed models assign global agreement score to users. A linear function of any baseline user similarity and global agreement score of users is defined as a new similarity measure. From inception, recommendation approaches are keen on improving accuracy of recommended items and downplays the diversity of��",9
Dr.Latha R,19,3,0,Item Refinement for Improved Recommendations,"Recommender systems serve as business tools which make use of knowledge discovery techniques to reshape the world of E-Commerce. Collaborative filtering (CF), the most effective type of recommender systems, predicts user preferences by learning from past user-item relationships. Prediction algorithms are based on similarity between item vectors or user profiles. However similarity computations become less efficient if item vectors or user profiles do not contain enough ratings. A technique which is based on Pseudo Relevance Feedback is proposed to expand item vectors in order to make them contain more ratings. The proposed approach first expands item profiles and refines the expansion in order to remove expansion deviations. The experiments on MovieLens data set show that the proposed technique is efficient in expanding the rating matrix and outperforms state of the art collaborative …",9
Dr.Poonthalir G,429,9,8,A Fuel Efficient Green Vehicle Routing Problem with varying speed constraint (F-GVRP),A bi-objective Fuel efficient Green Vehicle Routing Problem (F-GVRP) with varying speed constraint is discussed in this paper as an extension of Green Vehicle Routing Problem (G-VRP). F-GVRP is modelled to minimize both route cost and fuel consumption using goal programming. The problem is solved using Particle Swarm Optimization with Greedy Mutation Operator and Time varying acceleration coefficient (TVa-PSOGMO). The objective of this paper is to study the behaviour of F-GVRP under varying speed environment and its impact on the route cost and fuel consumption. Experiments are conducted with constant and varying speed constraints and it is observed that better routing plan with minimum fuel consumption can be achieved under varying speed environment.,13
Dr.Poonthalir G,429,9,8,Improved k-means algorithm for capacitated clustering problem,"The Capacitated Clustering Problem (CCP) partitions a set of n items (eg. customer orders) into k disjoint clusters with known capacity. During clustering the items with shortest assigning paths from centroids are grouped together. The summation of grouped items should not exceed the capacity of cluster. All clusters have uniform capacity. The CCP is NP-Complete and Combinatorial optimization problem. Combinatorial optimization problem can be viewed as searching for the best item in a set of discrete items, which can be solved using search algorithm or meta heuristic. However, generic search algorithms have not guaranteed to find an optimal solution. Many heuristic algorithms are formulated to solve CCP. This work involves the usage of the best known clustering algorithm k-means with modification, that use priority as a measure which directs the search for better optimization. The iterative procedure along with priority is used for assigning the items to the clusters. This work is developed using MATLAB 7.0. 1 and tested with more than 15 problem instances of capacitated vehicle routing problem (CVRP). The computational results are competitive when compared with the optimal solution provided for the problems.",13
Dr.Poonthalir G,429,9,8,Metaheuristic approach for the multi-depot vehicle routing problem,"Distribution logistics comprises all activities related to the provision of finished products and merchandise to a customer. The focal point of distribution logistics is the shipment of goods from the manufacturer to the consumer. The products can be delivered to a customer directly either from the production facility or from the trader's stock located close to the production site or, probably, via additional regional distribution warehouses. These kinds of distribution logistics are mathematically represented as a vehicle routing problem (VRP), a well-known nondeterministic polynomial time (NP)-hard problem of operations research. VRP is more suited for applications having one warehouse. In reality, however, many companies and industries possess more than one distribution warehouse. These kinds of problems can be solved with an extension of VRP called multi-depot VRP (MDVRP). MDVRP is an NP-hard and …",13
Dr.Poonthalir G,429,9,8,Meta heuristic algorithms for vehicle routing problem with stochastic demands,"Problem statement: The shipment of goods from manufacturer to the consumer is a focal point of distribution logistics. In reality, the demand of consumers is not known a priori. This kind of distribution is dealt by Stochastic Vehicle Routing Problem (SVRP) which is a NP-hard problem. In this proposed work, VRP with stochastic demand is considered. A probability distribution is considered as a random variable for stochastic demand of a customer. Approach: In this study, VRPSD is resolved using Meta heuristic algorithms such as Genetic Algorithm (GA), Particle Swarm Optimization (PSO) and Hybrid PSO (HPSO). Dynamic Programming (DP) is used to find the expected cost of each route generated by GA, PSO and HPSO. Results: The objective is to minimize the total expected cost of a priori route. The fitness value of a priori route is calculated using DP. In proposed HPSO, the initial particles are generated based Nearest Neighbor Heuristic (NNH). Elitism is used in HPSO for updating the particles. The algorithm is implemented using MATLAB7. 0 and tested with problems having different number of customers. The results obtained are competitive in terms of execution time and memory usage. Conclusion: The computational time is reduced as polynomial time as O (nKQ) time and the memory required is O (nQ). The ANOVA test is performed to compare the proposed HPSO with other heuristic algorithms.",13
Dr.Poonthalir G,429,9,8,A hybrid particle swarm optimization with genetic operators for vehicle routing problem,"The Vehicle Routing Problem (VRP) is a NP-hard and Combinatorial optimization problem. Combinatorial optimization problem can be viewed as searching for best element in a set of discrete items, which can be solved using search algorithm or meta heuristic. In this work, VRP is solved using population based search algorithm, Particle Swarm Optimization (PSO) with crossover and mutation operators. In this paper, the PSO for VRP is considered from two aspects: the hybrid PSO algorithm and particle encoding method. The technical details required for this application are discussed. The computational result shows that the results of hybrid PSO for VRP are competitive.",13
Dr.Poonthalir G,429,9,8,Nested particle swarm optimisation for multi-depot vehicle routing problem,"Vehicle routing problem (VRP) is a well-known non-deterministic polynomial hard problem in operations research. VRP is more suited for applications having one warehouse. A variant of VRP called as multi-depot vehicle routing problem (MDVRP) has more than one warehouse. Cluster first and route second is the methodology used for solving MDVRP. An improved k-means algorithm is proposed for clustering that reduces the MDVRP to multiple VRP. In this work, MDVRP is considered with more than one objective and nested particle swarm optimisation with genetic operators is proposed for solving each VRP. Master particle swarm optimisation forms the group within each cluster. Slave particle swarm optimisation generates the route for each group. The objective of MDVRP is to minimise the total travel length along with route and load balance among the depots and vehicles. The results obtained are better in …",13
Dr.Poonthalir G,429,9,8,Green vehicle routing problem with queues,"Organizations spend considerable amount of time and money in distributing goods from production centres to customers who are geographically distributed. When vehicles are engaged to make long trips, along with serving the customers it may halt at facility centres like toll booths, warehouses, refuelling stations etc., for some service. The cost and time associated with these halts will have an impact on the overall cost of the route. But, when organizations plan a route with minimum cost, the costs associated with halts in the facility centres are generally not accounted. When these facility centres are limited in number, vehicles should wait for their turn to get the service which has an impact on the overall cost of the tour. This paper intends to address the issues that are associated with the waiting time at the refuelling station. Green Vehicle Routing Problem with Queues (GVRP-Q) is introduced in this paper. GVRP-Q …",13
Dr.Poonthalir G,429,9,8,Hierarchical optimization of green routing for mobile advertisement vehicle,Greenhouse gas emission in transport sector is a major problem with its harmful effects on environment and population. This paper proposes to devise green routing solution for Mobile Advertisement Vehicle (MAV). The objective of the problem is to minimize route cost and carbon emission under time dependent speed constraint. The problem is modelled with hierarchical optimization and is solved in stages. This paper also highlights the idling emission estimation and its impact on the total emission. The problem is solved using Hybrid Particle Swarm Optimization (HPSO) and the minimum cost routes obtained are improved using local exchange operator to minimize emission. The model is tested on a case study of mobile advertisement vehicle which produces minimum emission routes.,13
Dr.Poonthalir G,429,9,8,Vehicle Routing Problem with Limited Refueling Halts with Particle Swarm Optimization using Greedy Mutation Operator,,13
Dr.Poonthalir G,429,9,8, CO2 and Idling Emission Estimation for Vehicle Routing Problem with Mid Way Halts,"Green Logistics are gaining importance due to green house gas emissions and its adverse impact on the environment. In this paper, we address the issues with vehicle routing and emissions. This paper reports the emissions that arise with Vehicle Routing Problem with Mid way Halts (VRPMH) and concentrates in finding low cost route for VRPMH using PSO with local exchange. Along with distance minimization, cruise and idling state emissions are reported. Computational experiments are carried out with green vehicle routing problem instances and the results are tabulated. The results project the impact of idling emissions and the need for its possible reduction.",13
Dr.Poonthalir G,429,9,8,A Constraint Based Heuristic for Vehicle Routing Problem with Time Windows,"Vehicle Routing Problem with Time Windows (VRPTW) is a well known combinatorial optimization problem. Many solution strategies are proposed to solve VRPTW. In this work, a constraint based (COB) heuristic approach is proposed to solve VRPTW. The algorithm uses two stages to solve. In the first stage, priority based decomposition is introduced that partitions the customers based on spatial constraints with a devised priority metric. In the second stage, an urgency based orientation is introduced based on temporal constraints to direct the customers along the route. The routes obtained are improved for optimality. The proposed algorithm is tested on Solomon’s benchmark data sets and implemented using MATLAB 7.0.1. The results obtained are found to be competitive with other well known methods.",13
Dr.Poonthalir G,429,9,8,"Computational Intelligence, Cyber Security and Computational Models. Recent Trends in Computational Models, Intelligent and Secure Systems  5th International Conference, ICC3 …",,13
Dr.Poonthalir G,429,9,8,Meta heuristic approaches for solving variants of vehicle routing problem with mid way halts,"Logistics plays a vital role for any distribution management. The distribution of goods from production centres or central depot to customers are addressed under the topic Vehicle Routing Problem (VRP) in the literature. VRP is an important area of research in Operations Research Community. It is a NP-hard Combinatorial Optimization Problem. The objective of VRP is to design low cost route with a set of homogenous vehicles available at the depot to serve a set of geographically distributed customers. The route begins and ends with the central distribution centre serving each customer once and returning to the depot. To solve VRP, many algorithms including heuristics are designed. As VRP provides real life solution for several problems, many researchers have contributed different solution methodology for solving the problem. Different variants on VRP like Stochastic VRP (SVRP), VRP with Time Windows (VRPTW), Multi Depot VRP (MDVRP), VRP with Pickup and Delivery (VRPPD) etc. are developed using additional constraints. In addition to these traditional variants, new objectives and constraints that address the real time issues are incorporated into VRP. These include pollution routing problem, hazardous materials transportation and routing, perishable goods routing, environment friendly routing, emergency routing to name a few. The focal point of this research work is to study a variant of VRP namely Vehicle Routing Problem with Mid way Halts (VRPMH). The objective of VRPMH is to devise low cost route for a set of geographically distributed customers by a fleet of homogenous vehicles stationed at a depot where the vehicle halts in��",13
Dr.Kaja Mohideen A,294,8,7,Automatic detection of microcalcification in mammograms-a review,,15
Dr.Kaja Mohideen A,294,8,7,CAD system for Preprocessing and Enhancement of Digital Mammograms,"This paper proposes a gradient-based image enhancement method for mammographic images, which is based on the first derivative and the local statistics. The proposed enhancement method consists of four processing steps. In the first step, the image is identified whether it is a left breast image or right breast image, then the film artifacts such as labels and x-ray marks are removed from the mammogram. Second, the high frequency components are removed using median filtering. In the third step, the mammogram images are normalized to avoid the difference in brightness and contrast between the mammograms caused by the recording procedure. And in the fourth step the pectoral muscle region is removed from the breast region to increase the reliability of the segmentation and classification of microcalcifications. The performance of the proposed method was also evaluated by means of signal-to noise-ratio …",15
Dr.Kaja Mohideen A,294,8,7,Ant colony system for segmentation and classification of microcalcification in mammograms,"Detection of microcalcification based on textural image segmentation and classification is the most effective early-diagnosis of breast cancer. In this paper, a proposed technique, Markov Random Field method hybrid with Ant Colony System, Genetic Algorithm and Backpropagation Network (MRF–ACSGA-BPN) is implemented for the detection of microcalcification in digital mammogram. Identification of microcalcification is performed in two steps namely, segmentation and classification. First, the mammogram image is segmented using MRF-ACSGA method to extract the suspicious region. Second, the conventional textural analysis methods such as Spatial Gray Level Dependency Method (SGLDM), Surrounding Region Dependence Method (SRDM), Gray-Level Run-Length Method (GLRLM) and Gray Level Difference Method (GLDM) are used to extract the features from the segmented image. A three-layer Backpropagation Neural Network classifier, trained by jack knife method and round robin method, is used to classify the extracted features into benign or malignant. The classification performances for the texture-analysis methods are evaluated using a Receiver Operating-Characteristics (ROC) analysis. The proposed algorithm and the techniques are tested on 161 pairs of digitized mammograms from MIAS database.",15
Dr.Kaja Mohideen A,294,8,7,Segmentation and classification of microcalcification in mammograms using the ant colony system,,15
Dr.Kaja Mohideen A,294,8,7,Semi-supervised k-means clustering for outlier detection in mammogram classification,"Detection of outliers and relevant features are the most important process before classification. In this paper, a novel semi-supervised k-means clustering is proposed for outlier detection in mammogram classification. Initially the shape features are extracted from the digital mammograms, and k-means clustering is applied to cluster the features, the number of clusters is equal with the number of classes. The clusters are compared with original classes, the wrongly clustered instances are identified as outliers and they are removed from the feature space. A novel Genetic Association Rule Miner (GARM) is applied with this reduced feature set to construct the association rules for classification. The performance is analyzed with rough set using Receiver Operating Characteristic (ROC) curve analysis. The mammogram images from MIAS (Mammogram Image Analysis Society) and DDSM (Digital Database for Screening��",15
Dr.Kaja Mohideen A,294,8,7,Mammogram classification using ANFIS with ant colony optimization based learning,"Women Breast Cancer has high incidence rate in worldwide. Computer aided diagnosis helps the radiologist to diagnose and treat the breast cancer at early stage. Recent studies states that Adaptive Neural Fuzzy Inference System (ANFIS) classifier achieves notable performance than the other classifiers. The major forte of ANFIS is that it has the robust learning mechanism with fuzzy data. However, the connections between the layers are not pruned for their significance. An Ant Colony Optimization (ACO) based learning is proposed in this paper to improve ANFIS classifier with a novel pruning strategy. The proposed algorithm is inspired from the social life of a special species called ‘Weaver Ants’. The proposed classifier is evaluated with the mammogram images from MIAS database, the quantified results show that this weaver ant based learning strategy improves the ANFIS classifier’s performance.",15
Dr.Kaja Mohideen A,294,8,7,Classification of microcalcifications using multi-dimensional genetic association rule miner,"Breast cancer is a most common disease diagnosed in women. The Microcalcification Clusters (MCs) in the mammograms are one of the important early sign. The accurate detection of microcalcifications is a key problem in Computer Aided Detection (CAD). In this paper, we have proposed a novel association rule mining approach for classification of microcalcifications. Initially, the shape features are extracted from the digital mammograms. With these feature values association rules are constructed to develop a rule based system for classification of microcalcifications. A novel Multidimensional Genetic Association Rule Miner (MGARM) is proposed for rule construction. The result shows that the proposed rule-based approach reaches the classification accuracy over 85% and also demonstrates the use and effectiveness of association rule mining in image classification.",15
Dr.Kaja Mohideen A,294,8,7,Region-based contrast enhancement of digital mammograms using an improved watershed segmentation,"A simple edge-based preprocessing scheme is proposed in this paper for contrast enhancement of digital mammogram images while preserving the edges more accurately. This proposed method has three steps: (i) initially the breast region is segmented from the mammogram images by removing the film artifacts, (ii) the pectoral muscle region is identified and excluded from the breast region using a novel adaptive thresholding method, and (iii) an Improved Watershed Segmentation (IWS) is applied to segment the breast profile, and each region is enhanced with simple histogram equalization. The segmentation is performed in order to achieve adaptive contrast enhancement. The performance of this proposed pectoral removal method is analyzed with two measures: Hausdorff Distance (HD) and Mean of Absolute Error Distance (MAED), and the proposed contrast enhancement approach is been analyzed with the …",15
Dr.Kaja Mohideen A,294,8,7,A guided ant colony algorithm for detection of microcalcification clusters,"Women suffering from breast cancer have been taken as a severe concern all around the world, as it directly distresses the next generation to come. The Microcalcification Cluster in the mammograms is one of the vital sign for the early diagnosis of breast cancer. In this paper, an improved Ant Colony Algorithm is proposed for the segmentation of MCs in two-steps:(a) watershed segmentation is applied on the edge map of the digital mammograms, which reduces the over-segmentation property of watershed algorithm enormously, and (b) a Guided Ant Colony Algorithm (GACA) is applied to merge the segmented regions together based on their homogeneity to produce the final segmentation into two different clusters such as normal and abnormal tissues. The performance of the classification is evaluated with Receiver Operating Characteristic curve analysis. The greatest accuracy of 96% is achieved by GACA states …",15
Dr.Kaja Mohideen A,294,8,7,Removal of pectoral muscle region in digital mammograms using binary thresholding,"The pectoral muscle represents a predominant density region in Medio-Lateral Oblique (MLO) views of mammograms, which appears at approximately the same density as the dense tissues of interest in the image and can affect the results of image analysis methods. Therefore, segmentation of pectoral muscle is important in order to limit the search for the breast abnormalities only to the breast region. In this paper, a simple and effective approach is proposed to exclude the pectoral muscle based on binary operation. The performance is analyzed by the Hausdorff Distance Measure (HDM) and also the Mean of Absolute Error Distance Measure (MAEDM) based on differences between the results received from the radiologists and by the proposed method. The digital mammogram images are taken from MIAS dataset which contains 322 images in total, out of which the proposed algorithm able to detect and remove …",15
Dr.Kaja Mohideen A,294,8,7,Contrast enhancement of digital mammograms using a novel walking ant histogram equalisation,"Contrast enhancement of medical images could improve the quality of its visual contents for better diagnosis. In this paper, a novel walking ant histogram equalisation (WAHE) is proposed to improve the contrast of digital mammograms. The proposed method is hybridisation between the histogram equalisation with a novel ant colony optimisation (ACO) algorithm. Histogram equalisation is the concept of transferring input intensities to desired output intensities while improving the visual content of the images. Here we have used ACO for constructing the transfer functions. A fitness function is employed to control the transfer function construction in a balanced way. The experiments are carried out with the digital mammograms received from MIAS database, and results indicate the latent performance of the proposed contrast enhancement approach over the existing with finest results on all the contrast enhancement …",15
Dr.Kaja Mohideen A,294,8,7,Leafcutter ant colony optimization algorithm for feature subset selection on classifying digital mammograms,"Ant Colony Optimization (ACO) has been applied in wide range of applications. In ACO, for every iteration the entire problem space is considered for the solution construction using the probability of the pheromone deposits. After convergence, the global solution is made with the path which has highest pheromone deposit. In this paper, a novel solution construction technique has been proposed to reduce the time complexity and to improve the performance of the ACO. The idea is derived from the behavior of a special ant species called ‘Leafcutter Ants', they spend much of their time for cutting leaves to make fertilizer to gardens in which they grow the fungi that they eat. This behavior is incorporated with the general ACO algorithm to propose a novel feature selection method called ‘Leafcutter Ant Colony Optimization'(LACO) algorithm. The LACO has been applied to select the relevant features for digital …",15
Dr.Kaja Mohideen A,294,8,7,Weaver ant colony optimization-based neural network learning for mammogram classification,"Neural Networks (NNs) have been efficaciously used for classification purposes in medical domains, including the classification of microcalcifications in digital mammograms. Unfortunately, for a NN to be effective in a particular purview, its architecture, training algorithm and the domain variables selected as inputs must be amply chosen. In this paper, a novel Ant Colony Optimization (ACO) based learning approach with a modified architecture is proposed to speed up the learning phase of a Backpropagation Neural Network (BPN) classifier. The novel ACO simulates the behavior of weaver ants, known for their unique nest building behavior where workers construct nests by weaving together leaves using larval silk. The proposed Weaver Ant Colony Optimization (WACO) based Backpropagation Neural Network (WACO-BPN) is applied for classifying digital mammograms received from MIAS database. The …",15
Dr.Kaja Mohideen A,294,8,7,COMPUTER AIDED DIAGNOSIS IN DIGITAL MAMMOGRAMS: HYBRID META-HEURISTIC ALGORITHMS FOR DETECTION OF MICROCALCIFICATIONS,"Mammography is currently the best method for early detection of breast cancer. In this paper, Simulated Annealing (SA), Tabu Search (TS), Genetic Algorithm (GA), and Ant Colony Optimization (ACO) and three novel hybrid combinations of TS and ACO such as Sequential TS–ACO, a Hybrid ACO/TS, and a Sequential ACO–TS are proposed for mammogram segmentation. Initially the mammogram images are enhanced and Markov Random Field (MRF) is applied to label the image pixels. The meta-heuristic algorithms are applied to found out the optimum label for segmentation. The Free-response Receiver Operating Characteristic (FROC) analysis was performed to compare the segmentation performance of the proposed algorithms. Statistical comparative analysis conclude that all of the three proposed novel techniques are significantly better than each of their non-hybrid competitors, and furthermore the …",15
Dr.Kaja Mohideen A,294,8,7,Automatic Detection of Microcalcification in Mammograms–A,"In this review paper, it is intended to summarize and compare the methods of automatic detection of microcalcifications in digitized mammograms used in various stages of the Computer Aided Detection systems (CAD). In particular, the pre processing and enhancement, bilateral subtraction techniques, segmentation algorithms, feature extraction, selection and classification, classifiers, Receiver Operating Characteristic (ROC); Free-response Receiver Operating Characteristic (FROC) analysis and their performances are studied and compared.",15
Dr.Suresh Kumar V,489,13,14,Efficient authentication protocol for secure multimedia communications in IoT-enabled wireless sensor networks,"In current times, multimedia application includes integrated sensors, mobile networks and Internet-of-Things (IoT) services. In IoT services, if more devices are connected without much constrains, the problem of security, trust and privacy remain a challenge. For multimedia communications through Wireless Sensor Network (WSN), sensor nodes transmit confidential data to the gateway nodes via public channels. In such an environment, the security remains a serious issue from past many years. Only few works are available to support secure multimedia communications performed in IoT-enabled WSNs. Among the few works, Kumari and Om recently proposed an authentication protocol for multimedia communications in IoT-enabled WSNs, which is applicable in coal mine for safety monitoring. The authors claimed in their work that their contributory protocol strongly withstands several security threats such …",20
Dr.Suresh Kumar V,489,13,14,Robust secure communication protocol for smart healthcare system with FPGA implementation,"Vast development of wireless technology and cloud computing has given lots of benefit to the society in a variety of ways. One such application using this technology is telemedicine or mobile healthcare and in this, security is one of the most important concern. In recent times, multimedia applications include mobile networks, integrated sensors and Internet-of-Things (IoT) services. In the landscape of IoT systems, the problem of privacy, security and trust has remained a challenge since several years. There are only few works proposed to support secure communication in the IoT-enabled Medical Wireless Sensor Networks (MWSNs). However, the existing protocols have some design flaws and are vulnerable to several security attacks including sensor and user impersonation attacks. In this paper, a novel architecture in the MWSNs is proposed and a suitable authenticated key establishment protocol using the light …",20
Dr.Suresh Kumar V,489,13,14,IoT Enabled RFID Authentication and Secure Object Tracking System for Smart Logistics,"Object tracking is a fundamental problem in Supply Chain Management (SCM). Recent innovations eliminate the difficulties in traditional approach such as manual counting, locating the object, and data management. Radio Frequency Identification (RFID) implementation in SCM improves the visibility of real-time object movement and provide solutions for anti-counterfeiting. RFID is a major prerequisite for the IoT, which connects physical objects to the Internet. Various research works have been carried out to perform object tracking using GPS, video cameras, and wifi technology. These methods just hope to see the actual object, but not the characteristic changes of the object due to environmental changes. After reviewing the implementation of latest technologies in object tracking system, it is expected that the security and privacy risks in large-scale IoT systems are to be eliminated and an efficient IoT …",20
Dr.Suresh Kumar V,489,13,14,Whole genome characterization of a few EMS-induced mutants of upland rice variety Nagina 22 reveals a staggeringly high frequency of SNPs which show high phenotypic plasticity …,"The Indian initiative, in creating mutant resources for the functional genomics in rice, has been instrumental in the development of 87,000 ethylmethanesulfonate (EMS)-induced mutants, of which 7,000 are in advanced generations. The mutants have been created in the background of Nagina 22, a popular drought- and heat-tolerant upland cultivar. As it is a pregreen revolution cultivar, as many as 573 dwarf mutants identified from this resource could be useful as an alternate source of dwarfing. A total of 541 mutants, including the macromutants and the trait-specific ones, obtained after appropriate screening, are being maintained in the mutant garden. Here, we report on the detailed characterizations of the 541 mutants based on the distinctness, uniformity, and stability (DUS) descriptors at two different locations. About 90% of the mutants were found to be similar to the wild type (WT) with high similarity index (>0.6) at both the locations. All 541 mutants were characterized for chlorophyll and epicuticular wax contents, while a subset of 84 mutants were characterized for their ionomes, namely, phosphorous, silicon, and chloride contents. Genotyping of these mutants with 54 genomewide simple sequence repeat (SSR) markers revealed 93% of the mutants to be either completely identical to WT or nearly identical with just one polymorphic locus. Whole genome resequencing (WGS) of four mutants, which have minimal differences in the SSR fingerprint pattern and DUS characters from the WT, revealed a staggeringly high number of single nucleotide polymorphisms (SNPs) on an average (16,453 per mutant) in the genic sequences. Of these, nearly …",20
Dr.Suresh Kumar V,489,13,14,RiceMetaSys for salt and drought stress responsive genes in rice: a web interface for crop improvement,"Genome-wide microarray has enabled development of robust databases for functional genomics studies in rice. However, such databases do not directly cater to the needs of breeders. Here, we have attempted to develop a web interface which combines the information from functional genomic studies across different genetic backgrounds with DNA markers so that they can be readily deployed in crop improvement. In the current version of the database, we have included drought and salinity stress studies since these two are the major abiotic stresses in rice.",20
Dr.Suresh Kumar V,489,13,14,An enhanced mutual authentication and key establishment protocol for TMIS using chaotic map,"Telecare Medical Information System (TMIS) is a platform for the patients and the medical server to communicate and exchange data through the Internet. As the Internet is an insecure medium, the shared sensitive data is at troublesome situation. To protect sensitive data over the public network, it is essential to have secure communication. The authentication and key establishment protocol supports building a secure communication between the patients and the medical server. Recently, Madhusudhan-Nayak proposed an enhanced chaotic map-based authentication and key establishment protocol for TMIS. In this work, we demonstrate that the Madhusudhan-Nayak scheme does not provide user anonymity, fails to achieve mutual authentication and susceptible to traceability attack, insider attack, server impersonation attack and replay attack. To overcome the weaknesses found in Madhusudhan-Nayak protocol …",20
